Data,contabil_bndu_imobiliario_br,contabil_financiamento_comercial_br,contabil_financiamento_residencial_br,credito_contratacao_contratado_pf_comercial_br,credito_contratacao_contratado_pf_fgts_br,credito_contratacao_contratado_pf_home_equity_br,credito_contratacao_contratado_pf_livre_br,credito_contratacao_contratado_pf_sfh_br,credito_contratacao_indexador_pf_ipca_br,credito_contratacao_indexador_pf_outros_br,credito_contratacao_indexador_pf_prefixado_br,credito_contratacao_indexador_pf_tr_br,credito_contratacao_ltv_pf_comercial_br,credito_contratacao_ltv_pf_fgts_br,credito_contratacao_ltv_pf_home_equity_br,credito_contratacao_ltv_pf_livre_br,credito_contratacao_ltv_pf_sfh_br,credito_contratacao_taxa_pf_comercial_br,credito_contratacao_taxa_pf_fgts_br,credito_contratacao_taxa_pf_home_equity_br,credito_contratacao_taxa_pf_livre_br,credito_contratacao_taxa_pf_sfh_br,credito_estoque_ativo_problematico_pf_comercial_br,credito_estoque_ativo_problematico_pf_fgts_br,credito_estoque_ativo_problematico_pf_home_equity_br,credito_estoque_ativo_problematico_pf_livre_br,credito_estoque_ativo_problematico_pf_sfh_br,credito_estoque_carteira_credito_pf_comercial_br,credito_estoque_carteira_credito_pf_fgts_br,credito_estoque_carteira_credito_pf_home_equity_br,credito_estoque_carteira_credito_pf_livre_br,credito_estoque_carteira_credito_pf_sfh_br,credito_estoque_inadimplencia_pf_comercial_br,credito_estoque_inadimplencia_pf_fgts_br,credito_estoque_inadimplencia_pf_home_equity_br,credito_estoque_inadimplencia_pf_livre_br,credito_estoque_inadimplencia_pf_sfh_br,credito_estoque_indexador_pf_ipca_br,credito_estoque_indexador_pf_outros_br,credito_estoque_indexador_pf_prefixado_br,credito_estoque_indexador_pf_tr_br,credito_estoque_parcela_pf_comercial_br,credito_estoque_parcela_pf_fgts_br,credito_estoque_parcela_pf_home_equity_br,credito_estoque_parcela_pf_livre_br,credito_estoque_parcela_pf_sfh_br,credito_estoque_risco_operacao_pf_a_br,credito_estoque_risco_operacao_pf_aa_br,credito_estoque_risco_operacao_pf_b_br,credito_estoque_risco_operacao_pf_c_br,credito_estoque_risco_operacao_pf_comercial_a_br,credito_estoque_risco_operacao_pf_comercial_aa_br,credito_estoque_risco_operacao_pf_comercial_b_br,credito_estoque_risco_operacao_pf_comercial_c_br,credito_estoque_risco_operacao_pf_comercial_d_mais_br,credito_estoque_risco_operacao_pf_d_mais_br,credito_estoque_risco_operacao_pf_fgts_a_br,credito_estoque_risco_operacao_pf_fgts_aa_br,credito_estoque_risco_operacao_pf_fgts_b_br,credito_estoque_risco_operacao_pf_fgts_c_br,credito_estoque_risco_operacao_pf_fgts_d_mais_br,credito_estoque_risco_operacao_pf_home_equity_a_br,credito_estoque_risco_operacao_pf_home_equity_aa_br,credito_estoque_risco_operacao_pf_home_equity_b_br,credito_estoque_risco_operacao_pf_home_equity_c_br,credito_estoque_risco_operacao_pf_home_equity_d_mais_br,credito_estoque_risco_operacao_pf_livre_a_br,credito_estoque_risco_operacao_pf_livre_aa_br,credito_estoque_risco_operacao_pf_livre_b_br,credito_estoque_risco_operacao_pf_livre_c_br,credito_estoque_risco_operacao_pf_livre_d_mais_br,credito_estoque_risco_operacao_pf_sfh_a_br,credito_estoque_risco_operacao_pf_sfh_aa_br,credito_estoque_risco_operacao_pf_sfh_b_br,credito_estoque_risco_operacao_pf_sfh_c_br,credito_estoque_risco_operacao_pf_sfh_d_mais_br,direcionamento_6100_br,direcionamento_6101_br,direcionamento_6102_br,direcionamento_6104_br,direcionamento_6107_br,direcionamento_6109_br,direcionamento_6113_br,direcionamento_6117_br,direcionamento_6119_br,direcionamento_6122_br,direcionamento_6123_br,direcionamento_6124_br,direcionamento_6139_br,direcionamento_6143_br,direcionamento_6166_br,direcionamento_6172_br,direcionamento_6178_br,direcionamento_6180_br,direcionamento_6200_br,direcionamento_6201_br,direcionamento_6202_br,direcionamento_6204_br,direcionamento_6206_br,direcionamento_6208_br,direcionamento_6209_br,direcionamento_6210_br,direcionamento_6214_br,direcionamento_6215_br,direcionamento_6216_br,direcionamento_6217_br,direcionamento_6218_br,direcionamento_6266_br,direcionamento_6280_br,direcionamento_6707_br,direcionamento_6716_br,direcionamento_6719_br,direcionamento_6720_br,direcionamento_6722_br,direcionamento_6730_br,direcionamento_6778_br,direcionamento_6800_br,direcionamento_6801_br,direcionamento_6802_br,direcionamento_6804_br,direcionamento_6805_br,direcionamento_6810_br,direcionamento_6814_br,direcionamento_6816_br,direcionamento_6817_br,direcionamento_6818_br,direcionamento_6830_br,direcionamento_6831_br,direcionamento_6838_br,direcionamento_6866_br,direcionamento_6880_br,direcionamento_aplicacao_comercial_br,direcionamento_aplicacao_imobiliario_br,direcionamento_aplicacao_residencial_br,direcionamento_aquisicao_comercial_br,direcionamento_aquisicao_imobiliario_br,direcionamento_aquisicao_residencial_br,direcionamento_construcao_comercial_br,direcionamento_construcao_imobiliario_br,direcionamento_construcao_residencial_br,direcionamento_reforma_ampliacao_comercial_br,direcionamento_reforma_ampliacao_imobiliario_br,direcionamento_reforma_ampliacao_residencial_br,fontes_cri_br,fontes_lci_br,fontes_lh_br,fontes_lig_br,fontes_sbpe_captacao_br,fontes_sbpe_saldo_br,imoveis_area_privativa_br,imoveis_area_total_br,imoveis_dormitorio_1_br,imoveis_dormitorio_2_br,imoveis_dormitorio_3_br,imoveis_dormitorio_4_mais_br,imoveis_garantia_alienacao_fiduciaria_br,imoveis_garantia_hipoteca_br,imoveis_implantacao_condominio_br,imoveis_implantacao_isolado_br,imoveis_tipo_apartamento_br,imoveis_tipo_casa_br,imoveis_valor_avaliacao_br,imoveis_valor_compra_br,indices_imobiliario_pib_br,indices_ivg_r_br,indices_mvg_r_br,indices_pib_br,indices_selic_br,credito_contratacao_contratado_mediana_pf_comercial,credito_contratacao_contratado_mediana_pf_fgts,credito_contratacao_contratado_mediana_pf_home_equity,credito_contratacao_contratado_mediana_pf_livre,credito_contratacao_contratado_mediana_pf_sfh,contratacao_pf_total
2015-02-28,5433011244.53,18025827374.06,492820064223.14,26218101.89,2684561720.91,185685584.66,1536128250.49,3651254156.22,,28703042.32,65283814.55,7989860957.3,59.76,78.65,39.19,61.79,71.8,11.09,5.43,19.54,9.2,9.12,9689765.12,10614793623.71,1061331926.27,1963714239.57,8884055487.32,948802410.32,153732391600.51,11911624261.34,71287744858.38,210913683549.4,0.8,2.32,4.79,1.47,1.41,,1051950443.39,5029009403.32,442713286833.24,,,,,,16.84,55.01,13.13,9.38,21.44,75.54,1.28,0.77,0.97,5.63,12.08,53.34,14.64,11.57,8.37,20.07,38.2,11.52,21.92,8.29,16.21,56.33,19.89,4.47,3.11,20.33,56.64,9.89,8.78,4.36,335709575301.45,40657556768.93,22379916294.81,620691020.22,66691154.0,1369884808.3,34719140166.78,10534918105.23,39295557.2,,120459742063.04,714975319.26,21653374982.25,23617374248.49,23159406477.98,2034284328.9,,,,,,,,,,,,,,,,,,,249447.21,820332025.97,39537214578.51,230745640.01,,,,,,,,,,,,,,,,,,-40126551517.26,356690790953.5,396817342470.76,,335709575301.45,335709575301.45,,23159406477.98,23159406477.98,,,,65683772430.28,165544869456.41,1333073845.59,,3456889150.0,518719251100.0,,,,,,,,,,,,,,,8.54,551.11,155000.0,5811269652122.41,12.25,158100.04,89600.0,80000.0,307129.22,166500.0,8083847814.17
2015-03-31,5880607765.85,19225944698.79,499377696263.27,47786853.65,3357952374.19,237439151.45,2243105315.86,5342452372.18,,26275900.79,68998069.8,11133462096.74,62.19,78.79,39.4,62.0,71.83,12.12,5.6,20.07,10.2,9.54,9949789.67,10454945994.34,1083896417.73,1998163500.62,8839291181.27,980577847.91,156338591995.04,11897134820.81,72601542386.3,214063310621.85,0.74,2.05,4.78,1.4,1.34,,1072934407.62,4974837463.06,449833385801.23,,,,,,17.05,54.02,13.51,9.78,20.23,74.5,1.6,2.94,0.73,5.64,12.65,51.93,15.11,11.96,8.36,20.3,37.32,12.15,21.87,8.34,16.11,55.68,20.22,4.89,3.1,20.39,55.83,10.2,9.2,4.38,341747556548.33,40588331554.25,21851999814.89,618946680.0,66926973.0,1362862697.82,34917760889.54,10736174511.5,39431936.45,,119339045791.26,747728726.07,21752030183.23,23930863108.37,23604460983.33,2040857575.26,,,,,,,,,,,,,,,,,,,248355.92,812322172.59,44802362660.01,202520211.07,,,,,,,,,,,,,,,,,,-45411916265.61,359254970125.17,404666886390.78,,341747556548.33,341747556548.33,,23604460983.33,23604460983.33,,,,55950858541.54,170238624791.88,1304172198.0,,2206917000.0,512301870190.0,,,,,,,,,,,,,,,8.61,550.93,155168.0,5849630590797.42,12.75,172000.0,89991.0,81000.0,340000.0,168909.34,11228736067.33
2015-04-30,5698705348.61,19549315467.76,507148275181.65,39015701.22,3077083405.55,190751593.06,2169373403.11,6042216709.61,,38092394.64,93004097.9,11387344320.01,58.8,78.64,40.15,63.6,72.63,12.11,5.64,19.69,10.16,9.46,8830774.88,9685198170.09,1104227811.49,1995849954.57,8787880514.11,1005827532.29,158702161325.59,11836035585.67,73992421603.98,218219391430.27,0.66,2.28,4.86,1.48,1.46,,1098069618.5,5013280507.1,457644487352.2,,,,,,17.98,52.82,13.4,10.02,22.03,74.14,1.49,1.5,0.85,5.78,13.71,50.49,14.89,12.33,8.58,20.71,36.37,11.53,22.6,8.79,17.01,55.0,19.77,5.07,3.15,21.26,54.56,10.3,9.38,4.49,348660523375.73,40642328497.08,21620354163.42,717230657.6,68164258.0,1355922838.15,35098333849.65,11872027164.81,38461702.0,,121892459671.57,766061840.12,21716133120.98,23864348079.66,24000332266.59,2046804447.88,,,,,,,,,,,,,,,,,,,249548.24,751546383.1,45068374518.89,172281404.92,,,,,,,,,,,,,,,,,,-45647389948.83,364927176641.27,410574566590.1,,348660523375.73,348660523375.73,,24000332266.59,24000332266.59,,,,56710058075.38,175137918559.93,1252670257.89,,2694097830.0,510116061790.0,,,,,,,,,,,,,,,8.72,550.51,160000.0,5867030029101.45,13.25,165348.22,90545.32,83250.0,330000.0,164501.4,11518440812.55
2015-05-31,5904831596.21,19469088609.21,513027142526.67,33189863.47,3730654052.0,205495677.3,1705005006.06,2745380307.9,,26756534.84,92406145.54,8300562226.35,60.13,78.29,40.69,60.97,67.92,12.5,5.65,20.28,10.74,10.03,9730189.09,9817369894.16,1125528423.52,2089441887.26,8966432511.41,1026553853.07,161802732377.31,11836075023.25,75061111075.84,219467060468.22,0.72,2.29,4.95,1.52,1.51,,1121888263.66,5008483997.2,463063160536.83,,,,,,16.87,54.6,13.18,9.46,20.69,75.85,1.1,1.67,0.69,5.89,13.3,51.34,14.74,11.6,9.02,19.86,37.54,11.57,21.9,9.13,15.79,56.87,19.65,4.78,2.92,19.7,57.05,9.96,8.85,4.44,353072708027.8,40971062645.72,20891663443.94,706459094.59,69426432.0,1348821494.38,35236502128.38,12970498211.88,38338944.76,,124060144587.85,790645484.61,21486663937.79,23706314512.22,24409839050.73,2049220571.33,,,,,,,,,,,,,,,,,,,250971.35,707183864.71,46051547970.47,141593932.38,,,,,,,,,,,,,,,,,,-46616886931.45,367071132460.83,413688019392.28,,353072708027.8,353072708027.8,,24409839050.73,24409839050.73,,,,58794199843.9,179569068570.05,1209877109.34,,2776474000.0,507703603810.0,,,,,,,,,,,,,,,8.81,549.88,155000.0,5878043197959.28,13.25,169336.85,91993.5,81500.0,300000.0,172431.12,8419724906.73
2015-06-30,6351259047.91,19786779377.22,518987880479.5,48442506.15,4044334263.82,256085100.4,1559160279.01,2692963972.23,,34560772.96,126664010.89,8439761337.76,57.56,78.17,40.93,60.8,65.88,13.15,5.71,20.52,11.62,10.83,14139401.4,9292927506.55,1067741108.33,2052171739.07,8671860680.59,1062235137.53,165085918386.02,11830762309.23,75869264833.37,220490403349.7,1.13,1.95,4.59,1.45,1.36,,1143284242.64,5003572736.84,468191727036.37,,,,,,16.21,55.03,14.19,9.05,21.63,74.78,1.53,1.29,0.77,5.52,13.18,51.11,16.09,11.11,8.51,19.79,36.92,12.58,21.93,8.78,15.12,57.17,20.55,4.57,2.59,18.63,58.11,10.73,8.39,4.14,354637031839.46,41363940644.63,19925859658.99,699581579.58,70344276.0,1342926710.15,35446495402.58,15292420092.79,38394064.96,,125442654761.92,766541204.88,20795251959.02,23544206195.73,24817168024.47,2048662969.4,,,,,,,,,,,,,,,,,,,252399.84,682381395.02,47620706117.06,118330614.54,,,,,,,,,,,,,,,,,,-48184504497.7,367161665363.02,415346169860.72,,354637031839.46,354637031839.46,,24817168024.47,24817168024.47,,,,61683706594.19,182537960673.85,1162362246.95,,2647737530.0,503757142960.0,,,,,,,,,,,,,,,8.87,549.06,145870.0,5907278608465.25,13.75,178500.0,92492.22,92200.0,270000.0,167646.44,8600986121.61
2015-07-31,6381492579.3,20142899281.76,525157681646.45,57692616.77,4487517263.51,207192645.56,1624352866.47,2552297814.85,64686.4,38582273.63,110400529.36,8780005717.77,58.5,77.84,41.43,60.14,65.19,13.86,5.75,20.69,12.15,11.09,11482259.33,9408625534.32,1081681274.58,2108484788.84,8717294717.81,1107790877.95,168935623465.03,11802558414.95,76804036255.45,221460884360.09,0.91,2.0,4.69,1.48,1.44,273322.12,1165861867.93,4994483431.19,473950274752.23,,,,,,16.33,54.49,14.63,9.17,19.26,77.24,1.5,1.03,0.97,5.38,13.51,49.9,17.02,11.42,8.15,20.0,36.24,12.77,22.32,8.67,15.23,56.77,20.86,4.54,2.6,18.65,58.05,10.82,8.4,4.08,357456396736.45,41972916720.23,19807168098.51,696858683.99,71452062.0,1337694507.89,35560940725.79,15203023882.79,38438764.63,,122726002155.92,674514826.27,20457585208.86,23347101777.73,25248844963.03,2046688580.04,,,,,,,,,,,,,,,,,,,254656.32,641387085.79,49565046853.36,120950353.89,,,,,,,,,,,,,,,,,,-50085228928.94,371108394453.35,421193623382.29,,357456396736.45,357456396736.45,,25248844963.03,25248844963.03,,,,58774445646.53,181986898350.43,1098809845.63,,3158284760.0,504609867080.0,,,,,,,,,,,,,,,8.95,548.11,145000.0,5927548975909.3,14.25,184096.76,94221.38,88097.76,270000.0,163264.67,8929053207.160002
2015-08-31,6788142901.63,20292662252.96,530814880356.2,50757266.96,4155809637.2,178679877.13,1603226280.55,2408025712.15,,23444187.78,110795637.82,8262258948.39,54.78,77.66,41.96,59.32,64.91,13.63,5.66,20.77,11.9,10.74,11064141.67,9376099289.01,1098109030.6,2119514254.6,8675290267.21,1147153313.96,172254827409.09,11757945125.36,77749612305.06,222315914299.31,0.84,1.96,4.76,1.49,1.48,208789.04,1169731987.48,5001018755.88,479054492920.38,,,,,,15.16,57.97,13.17,8.31,21.61,73.65,1.45,2.56,0.73,5.39,12.95,52.94,15.6,10.01,8.5,19.16,38.57,11.49,21.55,9.23,14.08,59.1,20.0,4.33,2.49,17.01,62.41,9.06,7.7,3.82,359435357626.06,42336667358.8,19328585185.18,707879258.45,72416355.0,1332196818.95,35773156846.56,15429400017.19,38292905.41,,123099641093.56,662482661.15,20127403233.44,23176620737.05,25650186987.21,2042768941.14,,,,,,,,,,,,,,,,,,,255659.97,726888720.44,49342895461.26,151053549.81,,,,,,,,,,,,,,,,,,-49918474971.92,373095298866.11,423013773838.03,,359435357626.06,359435357626.06,,25650186987.21,25650186987.21,,,,58746887276.07,183089639167.76,1060104370.06,,832898650.0,500781435550.0,,,,,,,,,,,,,,,9.01,547.03,145000.0,5945162282126.2,14.25,172900.0,93919.0,89159.18,270000.0,164150.19,8396498773.99
2015-09-30,7145807693.7,20688099265.57,535729040746.04,37369396.84,3912889522.81,217538270.27,1540385844.78,2179881648.65,,34917776.05,112143729.51,7741003177.79,54.36,77.35,43.09,59.18,64.28,14.03,7.86,22.6,12.52,12.11,14088676.21,9417408853.81,1111252861.54,2156222807.77,8667758959.79,1169277580.69,175640664640.87,11828370861.27,78621456178.89,223082113246.7,0.92,1.87,4.89,1.53,1.52,66902.48,1262917671.19,4984101765.13,484094796169.62,,,,,,14.31,59.77,12.98,7.68,19.74,76.91,1.11,1.33,0.91,5.25,12.89,54.15,15.31,9.2,8.46,18.59,38.49,12.2,21.25,9.46,12.77,60.71,20.18,3.97,2.38,15.72,64.91,8.71,7.11,3.55,360952109012.01,42751753602.24,19070870943.72,698632769.91,73453749.0,1326582246.82,36032827370.94,15636819130.02,38323449.44,,123983004113.29,644136492.94,19837352811.97,22777672831.47,26075924952.54,2037703247.3,,,,,,,,,,,,,,,,,,,257772.5,673976482.44,49766868864.94,147639007.1,,,,,,,,,,,,,,,,,,-50292948567.78,373678209929.25,423971158497.03,,360952109012.01,360952109012.01,,26075924952.54,26075924952.54,,,,58689856766.72,184093477463.22,1034661925.93,,2461896860.0,498685937430.0,,,,,,,,,,,,,,,9.1,545.87,145000.0,5953381405379.2,14.25,157214.35,94632.55,90000.0,265000.0,167322.74,7888064683.35
2015-10-31,7236801992.48,21046068176.71,540151702837.79,37066664.78,3373841935.34,234685066.5,1535101656.26,1746985265.72,54242.9,43160872.88,133250669.45,6751214803.37,53.55,77.43,44.66,58.96,63.75,13.95,7.69,23.12,12.54,12.06,13891701.35,9902229688.35,1150984345.58,2260298423.16,8849524297.62,1192714469.88,178701756465.62,11822343596.02,79581892074.21,223434401600.76,1.0,2.23,5.39,1.69,1.77,54904.66,1295451129.81,4972577740.77,488465024431.25,,,,,,12.87,62.04,12.78,6.91,21.01,75.07,1.58,1.34,1.0,5.4,11.8,56.46,15.08,7.73,8.93,17.68,39.08,11.97,21.16,10.12,11.8,61.88,20.14,3.81,2.38,13.82,67.71,8.41,6.63,3.43,364366399347.24,42831788110.26,18313012120.83,689114261.89,75115396.0,1320949969.19,35339766510.14,15881096112.27,38431572.7,0.0,124263023617.11,663933009.74,19570465432.95,22648037831.37,26421660858.4,2032477707.85,,,,,,,,,,,,,,,,,,0.0,258812.87,667867421.61,50495954369.96,142657294.89,0.0,,,,,,,,,,,,,,,,,-51020905683.81,374908318939.91,425929224623.72,,364366399347.24,364366399347.24,,26421660858.4,26421660858.4,,,,58510696454.81,185562141310.39,1014136604.51,,2614972180.0,498992914940.0,,,,,,,,,,,,,,,9.16,544.65,145000.0,5965733810232.71,14.25,147950.0,95055.02,99660.0,268000.0,173970.0,6927680588.6
2015-11-30,7382060965.89,21216957584.61,544636225027.46,117131517.48,3781818165.26,164025217.49,1388586224.28,1720609074.89,43946.79,31152943.59,84249454.27,7056723854.75,59.19,77.62,42.03,59.12,64.04,14.1,7.14,22.87,12.03,11.66,62301184.19,10161494524.49,1208963485.99,2335507686.87,9100285269.12,1864462808.47,181885740192.31,11769695814.39,79680087007.26,223689100522.91,1.59,2.27,5.66,1.76,1.86,99861.24,1320401873.42,4946642622.25,492621941988.43,,,,,,11.39,64.16,12.39,6.2,19.46,51.35,24.26,1.51,3.42,5.86,10.89,58.1,14.61,6.35,10.05,13.56,42.34,11.68,20.72,11.7,10.6,63.57,19.77,3.64,2.42,11.89,70.55,7.89,6.27,3.4,366785422187.25,43216491903.48,18005808758.3,681146148.76,77076793.0,1571880101.64,35375368246.4,15957581812.47,38466380.86,0.0,125706163522.22,651639447.43,19425102022.03,22471374483.65,26802395676.54,2022246464.63,,,,,,,,,,,,,,,,,,0.0,261023.72,685180506.46,50352408031.66,146284907.05,0.0,,,,,,,,,,,,,,,,,-50891042607.35,376484794296.87,427375836904.22,,366785422187.25,366785422187.25,,26802395676.54,26802395676.54,,,,58574364247.02,186234663906.66,1007861451.06,,3119601540.0,501191419210.0,,,,,,,,,,,,,,,9.21,543.37,145000.0,5980792585970.11,14.25,140000.0,96300.0,99000.0,267424.22,174000.0,7172170199.400001
2015-12-31,7731778232.73,21321178996.65,550398246852.44,48341828.18,4751904293.01,212682815.61,1183586089.0,3488878749.68,276525.74,35515948.28,108050504.33,9541550797.13,58.51,71.93,41.86,54.78,65.09,15.17,8.14,23.88,13.42,12.58,45965871.02,10244721123.95,1262554573.94,2309460961.05,9371680974.6,1867732782.94,185986050511.81,11745110797.29,69591448315.38,235280740400.97,1.45,2.03,5.35,1.82,1.56,380784.38,1350734568.04,4933185562.25,498186781893.72,,,,,,11.48,64.6,12.13,6.02,18.87,52.57,24.47,1.73,2.37,5.77,11.22,58.96,13.93,6.11,9.78,14.02,42.01,11.86,20.12,11.98,10.14,72.49,10.85,3.94,2.59,11.9,67.94,11.0,5.9,3.26,370117315389.84,43289296823.91,18027175414.96,671281414.27,78609729.0,1584750014.91,35658721396.8,15685003168.76,39863091.83,0.0,128850368451.6,361113084.32,19630307849.8,22182385093.95,27210293405.89,1994067567.81,,,,,,,,,,,,,,,,,,0.0,262006.86,697947108.21,50385008228.68,148031365.73,0.0,,,,,,,,,,,,,,,,,-50934661964.3,376745153030.15,427679814994.45,,370117315389.84,370117315389.84,,27210293405.89,27210293405.89,,,,60566366361.45,190536647822.09,1042022285.35,,467013620.0,509223044900.0,,,,,,,,,,,,,,,9.28,542.05,145000.0,5995786999726.31,14.25,131125.0,8749.29,99999.99,377815.0,184670.0,9685393775.48
2016-01-31,7773994376.14,21461372674.22,552728575671.86,41242387.37,2730129491.36,183806974.68,743295712.65,1636985079.19,1313790.32,27183559.77,103157638.46,5203804656.7,56.92,72.31,43.45,54.83,64.96,14.32,7.27,22.83,12.52,11.63,27592910.74,10498568015.22,1333598145.98,2455279418.97,9678505540.8,1866192578.29,188175700041.37,11743975527.09,69940002789.0,235447288720.41,1.17,2.08,5.98,2.01,1.66,1718361.83,1374352081.89,4934398275.32,500862690937.12,,,,,,11.43,64.49,12.2,6.07,19.28,53.1,24.29,1.88,1.45,5.81,11.2,59.35,13.84,5.95,9.66,13.92,41.49,11.72,20.43,12.44,10.19,72.03,10.98,4.06,2.74,11.8,67.6,11.19,6.07,3.34,371596996300.91,43076468342.28,17758464782.32,660558526.27,79815660.0,1579757704.63,35832064033.66,15341084195.53,40136900.07,0.0,131605494633.69,355674314.25,19576813889.61,22014962749.52,27467821521.98,1982500020.49,,,,,,,,,,,,,,,,,,0.0,263686.25,710149904.89,52530053038.46,140068798.41,0.0,,,,,,,,,,,,,,,,,-53099870458.69,372657753849.14,425757624307.83,,371596996300.91,371596996300.91,,27467821521.98,27467821521.98,,,,60580556662.81,191633667843.04,1162504948.21,,2506681370.0,502863206270.0,,,,,,,,,,,,,,,9.32,540.71,145000.0,6003127104242.44,14.25,135977.02,69201.5,100000.0,400000.0,182308.78,5335459645.25
2016-02-29,8064948221.48,21483238246.99,554674242036.56,37862004.57,3038470740.5,159426101.63,759586148.94,1736599253.58,,25077067.56,74281738.71,5632585442.95,55.9,76.05,41.0,54.83,64.58,13.94,7.1,22.48,12.06,11.24,32219366.55,10944760082.93,1388462758.57,2624312198.43,9989325093.27,1877442385.4,190472449780.59,11684610634.48,70096577762.36,235446780442.44,1.37,2.12,6.31,2.1,1.75,829735.19,1378889565.8,4898778533.36,503299363170.92,,,,,,10.79,62.36,14.64,6.27,16.63,55.32,24.16,2.32,1.57,5.95,10.62,57.41,16.02,6.02,9.94,13.73,39.01,13.54,20.6,13.13,9.31,70.38,13.18,4.32,2.81,11.17,65.19,13.93,6.37,3.34,381351977756.66,42747181441.45,17177327925.61,651801508.51,73881340.0,1572345408.3,36011382271.63,15781050800.74,40226010.16,0.0,131867250653.36,335242752.32,19198711447.57,21847905624.4,27726678424.79,1970953288.07,,,,,,,,,,,,,,,,,,0.0,266309.82,688890553.17,53558095918.4,135527604.17,0.0,,,,,,,,,,,,,,,,,-54111192557.58,380508222789.27,434619415346.85,,381351977756.66,381351977756.66,,27726678424.79,27726678424.79,,,,61025941140.07,192519103927.99,1154323110.9,,1365173700.0,499291025320.0,,,,,,,,,,,,,,,9.32,539.35,145000.0,6026849113659.89,14.25,138322.66,90898.0,96000.0,374000.0,180000.0,5731944249.22
2016-03-31,8662581749.34,21631561377.8,558914785834.17,48750677.58,3183442242.78,202312394.02,808949027.61,3681898663.77,,29987906.92,122448067.75,7772917031.09,55.63,76.52,39.75,55.11,63.72,15.26,8.54,23.67,13.99,12.53,36686618.19,10090117336.24,1432108426.85,2494724203.72,11266096267.31,1896921843.77,174507361672.48,11663281674.92,64348642891.04,261007263245.48,1.52,1.97,6.44,2.2,1.69,627536.03,1389542739.27,4964698603.5,507068602448.89,2332.89,459.71,1547.6,2390.72,1244.01,11.05,61.72,14.96,6.38,17.8,54.34,24.22,1.81,1.84,5.88,7.01,62.06,14.07,6.93,9.93,14.03,38.13,13.98,21.02,12.84,10.74,68.35,13.47,4.45,3.0,13.65,60.97,15.9,5.87,3.61,384113655372.32,42583829609.98,16102514177.51,707297494.51,74821130.0,1573265478.14,36551759599.98,15934795657.66,39786064.29,0.0,132704512794.65,304537029.64,19045773029.67,21674785322.37,28024393124.16,1959897953.48,,,,,,,,,,,,,,,,,,0.0,266740.04,699798332.82,53084737574.3,141226553.84,16932694.77,,,,,,,,,,,,,,,,,-53626109918.47,382360488330.59,435986598249.06,,384113655372.32,384113655372.32,,28024393124.16,28024393124.16,,,,61280262869.51,193498009929.06,1175778210.97,,2588417700.0,497122930110.0,,,,,,,,,,,,,,,9.37,538.0,145000.0,6039427227003.28,14.25,160000.0,99399.73,90000.0,299163.9,152924.12,7925353005.76
2016-04-30,8725197941.38,21747013686.7,559380935458.91,40569858.67,4032460927.33,213116827.79,649101536.47,2060331149.99,649377.3,37745659.38,67057117.63,6890128145.94,55.46,76.33,38.93,54.32,63.54,14.45,7.66,23.4,13.06,11.51,43269623.89,11661385692.71,1467513126.96,2354940954.31,10700853800.7,1917737501.75,196485779413.4,11671485278.96,64205286608.44,242834332327.81,1.64,2.07,6.54,1.98,1.76,1155198.38,1414706162.89,4931620923.66,510767138845.43,2338.39,448.81,1561.08,2418.63,1368.45,11.96,60.56,14.98,6.62,19.23,53.06,24.13,1.67,1.91,5.87,11.19,55.75,16.74,6.81,9.51,14.4,37.49,14.12,21.07,12.92,11.18,68.04,13.52,4.5,2.77,12.62,63.65,13.92,6.37,3.44,384667142899.72,42740429184.64,15461044327.85,697204196.18,75834002.0,1572261321.43,36757479017.17,23038921344.27,39899804.21,0.0,132221479329.7,294145870.7,10612501050.44,20322679352.25,28335129044.49,1949123508.86,,,,,,,,,,,,,,,,,,0.0,268991.15,709047028.53,53429358994.67,142780544.64,18117420.64,,,,,,,,,,,,,,,,,-53977239066.77,380365076527.74,434342315594.51,,384667142899.72,384667142899.72,,28335129044.49,28335129044.49,,,,58681738299.35,191922926425.73,1186784084.3,,2494943540.0,494005241070.0,,,,,,,,,,,,,,,9.39,536.65,145066.0,6063159586100.02,14.25,150175.0,99488.27,86000.0,426200.0,185924.64,6995580300.25
